0.41176	2
0.35294	2
0.41176	2
0.41176	2
0.41176	2
0.47059	2
0.35294	2
0.41176	2
0.35294	2
0.35294	2
0.47059	2
0.29412	2
0.29412	2
0.52941	2
0.35294	2
0.35294	2
0.41176	2
0.47059	2
0.35294	2
0.35294	2
0.47059	2
0.35294	5
0.35294	5
0.41176	5
0.41176	5
0.35294	5
0.41176	5
0.35294	5
0.35294	5
0.35294	5
0.29412	5
0.47059	5
0.29412	5
0.29412	5
0.47059	5
0.35294	5
0.29412	5
0.41176	5
0.47059	5
0.35294	5
0.35294	5
0.47059	5
0.41176	10
0.41176	10
0.41176	10
0.47059	10
0.47059	10
0.41176	10
0.35294	10
0.41176	10
0.41176	10
0.35294	10
0.47059	10
0.29412	10
0.41176	10
0.47059	10
0.41176	10
0.29412	10
0.41176	10
0.47059	10
0.35294	10
0.35294	10
0.58824	10
0.41176	15
0.41176	15
0.41176	15
0.47059	15
0.47059	15
0.47059	15
0.41176	15
0.41176	15
0.41176	15
0.29412	15
0.47059	15
0.35294	15
0.35294	15
0.47059	15
0.41176	15
0.29412	15
0.47059	15
0.47059	15
0.35294	15
0.35294	15
0.52941	15
0.47059	20
0.41176	20
0.41176	20
0.47059	20
0.47059	20
0.47059	20
0.35294	20
0.41176	20
0.41176	20
0.29412	20
0.47059	20
0.35294	20
0.35294	20
0.47059	20
0.41176	20
0.47059	20
0.47059	20
0.47059	20
0.35294	20
0.41176	20
0.47059	20
0.41176	25
0.47059	25
0.41176	25
0.47059	25
0.52941	25
0.41176	25
0.52941	25
0.41176	25
0.41176	25
0.29412	25
0.47059	25
0.35294	25
0.41176	25
0.47059	25
0.41176	25
0.41176	25
0.47059	25
0.47059	25
0.41176	25
0.41176	25
0.52941	25
0.41176	30
0.47059	30
0.41176	30
0.47059	30
0.52941	30
0.41176	30
0.52941	30
0.52941	30
0.41176	30
0.29412	30
0.47059	30
0.35294	30
0.41176	30
0.52941	30
0.47059	30
0.35294	30
0.47059	30
0.47059	30
0.41176	30
0.41176	30
0.52941	30
